Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"AD10","Alzheimer Disease-10","Genetic Locus","","7","GC07U901794","12.5626945495605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD10"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","P28482","65","GC22M021759","12.4374475479126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"SLC6A4","Solute Carrier Family 6 Member 4","Protein Coding","P31645","61","GC17M030194","12.2128143310547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4"
"BPTF","Bromodomain PHD Finger Transcription Factor","Protein Coding","Q12830","55","GC17P067825","12.2088718414307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BPTF"
"CDK5R1","Cyclin Dependent Kinase 5 Regulatory Subunit 1","Protein Coding","Q15078","58","GC17P032486","12.1987171173096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5R1"
"AD15","Alzheimer Disease-15","Genetic Locus","","7","GC03U901230","12.1488065719604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD15"
"COL25A1","Collagen Type XXV Alpha 1 Chain","Protein Coding","Q9BXS0","51","GC04M108810","12.1398496627808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL25A1"
"CYP46A1","Cytochrome P450 Family 46 Subfamily A Member 1","Protein Coding","Q9Y6A2","55","GC14P099684","12.0707111358643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP46A1"
"COMT","Catechol-O-Methyltransferase","Protein Coding","P21964","64","GC22P019941","11.9712924957275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT"
"SYP","Synaptophysin","Protein Coding","P08247","59","GC0XM049187","11.9295797348022","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP"
"IL10","Interleukin 10","Protein Coding","P22301","60","GC01M206767","11.7924022674561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","P04406","64","GC12P074057","11.6963806152344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH"
"FAS","Fas Cell Surface Death Receptor","Protein Coding","P25445","64","GC10P124091","11.6951332092285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS"
"VLDLR","Very Low Density Lipoprotein Receptor","Protein Coding","P98155","61","GC09P002611","11.6914205551147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VLDLR"
"AD7","Alzheimer Disease 7","Genetic Locus","","7","GC10U900571","11.4659605026245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD7"
"RELN","Reelin","Protein Coding","P78509","57","GC07M103471","11.4214029312134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN"
"TTR","Transthyretin","Protein Coding","P02766","61","GC18P031557","11.3811664581299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTR"
"CR1","Complement C3b/C4b Receptor 1 (Knops Blood Group)","Protein Coding","P17927","57","GC01P207496","11.3440799713135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1"
"SNAP25","Synaptosome Associated Protein 25","Protein Coding","P60880","62","GC20P011116","11.3382034301758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP25"
"UBQLN1","Ubiquilin 1","Protein Coding","Q9UMX0","54","GC09M083659","11.30846118927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN1"
"DBN1","Drebrin 1","Protein Coding","Q16643","54","GC05M177456","11.2532291412354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBN1"
"AD8","Alzheimer Disease 8","Genetic Locus","","6","GC20U900057","11.239577293396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD8"
"INSR","Insulin Receptor","Protein Coding","P06213","67","GC19M007112","11.2377319335938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"SOD1","Superoxide Dismutase 1","Protein Coding","P00441","66","GC21P031659","11.2362327575684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"APOC1","Apolipoprotein C1","Protein Coding","P02654","53","GC19P044914","11.1758146286011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC1"
"RPS27A","Ribosomal Protein S27a","Protein Coding","P62979","55","GC02P055231","11.0766258239746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27A"
"DYRK1A","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1A","Protein Coding","Q13627","63","GC21P037365","11.0694999694824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1A"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","O95477","62","GC09M104781","11.058084487915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"S100B","S100 Calcium Binding Protein B","Protein Coding","P04271","58","GC21M054960","10.9559659957886","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100B"
"MAPK3","Mitogen-Activated Protein Kinase 3","Protein Coding","P27361","62","GC16M051076","10.9371576309204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3"
"GRIN2A","Glutamate Ionotropic Receptor NMDA Type Subunit 2A","Protein Coding","Q12879","65","GC16M009753","10.929708480835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A"
"APLP2","Amyloid Beta Precursor Like Protein 2","Protein Coding","Q06481","56","GC11P130176","10.919979095459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLP2"
"GRIN1","Glutamate Ionotropic Receptor NMDA Type Subunit 1","Protein Coding","Q05586","64","GC09P137138","10.8450336456299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN1"
"EIF2AK2","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 2","Protein Coding","P19525","62","GC02M037099","10.8184833526611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK2"
"DHCR24","24-Dehydrocholesterol Reductase","Protein Coding","Q15392","58","GC01M054849","10.8104467391968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR24"
"HTR2A","5-Hydroxytryptamine Receptor 2A","Protein Coding","P28223","61","GC13M046831","10.7717876434326","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2A"
"AD11","Alzheimer Disease-11","Genetic Locus","","6","GC09U901247","10.7298040390015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD11"
"AD12","Alzheimer Disease 12","Genetic Locus","","6","GC08U901173","10.7298040390015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD12"
"AD13","Alzheimer Disease-13","Genetic Locus","","6","GC01U902342","10.7298040390015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD13"
"CRH","Corticotropin Releasing Hormone","Protein Coding","P06850","56","GC08M066176","10.687539100647","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH"
"LPL","Lipoprotein Lipase","Protein Coding","P06858","63","GC08P019901","10.6206912994385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPL"
"NGF","Nerve Growth Factor","Protein Coding","P01138","64","GC01M115285","10.6034574508667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF"
"GAL","Galanin And GMAP Prepropeptide","Protein Coding","P22466","57","GC11P108040","10.6015748977661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAL"
"AD16","Alzheimer Disease 16","Genetic Locus","","6","GC0XU901247","10.5995445251465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD16"
"TNFRSF1A","TNF Receptor Superfamily Member 1A","Protein Coding","P19438","62","GC12M006328","10.5965776443481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1A"
"NTRK2","Neurotrophic Receptor Tyrosine Kinase 2","Protein Coding","Q16620","66","GC09P084668","10.5880069732666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2"
"SORCS1","Sortilin Related VPS10 Domain Containing Receptor 1","Protein Coding","Q8WY21","52","GC10M106573","10.5231294631958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORCS1"
"NEFL","Neurofilament Light Chain","Protein Coding","P07196","58","GC08M024950","10.5116052627563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFL"
"CTSB","Cathepsin B","Protein Coding","P07858","64","GC08M011842","10.4428663253784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB"
"LDLR","Low Density Lipoprotein Receptor","Protein Coding","P01130","64","GC19P151814","10.4407510757446","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR"
"ESR1","Estrogen Receptor 1","Protein Coding","P03372","67","GC06P151656","10.4361543655396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1"
"TUBB","Tubulin Beta Class I","Protein Coding","P07437","62","GC06P181873","10.4100999832153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB"
"MTR","5-Methyltetrahydrofolate-Homocysteine Methyltransferase","Protein Coding","Q99707","61","GC01P236795","10.4077882766724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTR"
"CAPN1","Calpain 1","Protein Coding","P07384","62","GC11P107791","10.3071365356445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN1"
"NOS1","Nitric Oxide Synthase 1","Protein Coding","P29475","62","GC12M117208","10.2470035552979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS1"
"MAP2","Microtubule Associated Protein 2","Protein Coding","P11137","57","GC02P209424","10.2420606613159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2"
"DKK1","Dickkopf WNT Signaling Pathway Inhibitor 1","Protein Coding","O94907","57","GC10P052314","10.2340631484985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK1"
"APOA1","Apolipoprotein A1","Protein Coding","P02647","63","GC11M116835","10.1901378631592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","P31749","66","GC14M104769","10.1587190628052","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"AD14","Alzheimer Disease 14","Genetic Locus","","6","GC01U902204","10.1511850357056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AD14"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","10.1435489654541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"MAOA","Monoamine Oxidase A","Protein Coding","P21397","62","GC0XP043654","10.1294708251953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA"
"GLUL","Glutamate-Ammonia Ligase","Protein Coding","P15104","61","GC01M182378","10.116063117981","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL"
"MTOR","Mechanistic Target Of Rapamycin Kinase","Protein Coding","P42345","68","GC01M011106","10.1050443649292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR"
"IGF1","Insulin Like Growth Factor 1","Protein Coding","P05019","61","GC12M102395","9.99133205413818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"KLK6","Kallikrein Related Peptidase 6","Protein Coding","Q92876","57","GC19M050958","9.97928428649902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK6"
"PON1","Paraoxonase 1","Protein Coding","P27169","60","GC07M095297","9.96367740631104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","P45983","62","GC10P048306","9.95011234283447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8"
"CTNNB1","Catenin Beta 1","Protein Coding","P35222","67","GC03P041194","9.93988513946533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"TP53","Tumor Protein P53","Protein Coding","P04637","66","GC17M007661","9.91876411437988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","P35228","62","GC17M027756","9.90314865112305","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"GSK3A","Glycogen Synthase Kinase 3 Alpha","Protein Coding","P49840","62","GC19M108797","9.7713623046875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3A"
"MT-ND2","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 2","Protein Coding","P03891","44","GCMTP004472","9.76499176025391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND2"
"SST","Somatostatin","Protein Coding","P61278","54","GC03M187668","9.72379970550537","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"ECE1","Endothelin Converting Enzyme 1","Protein Coding","P42892","61","GC01M021217","9.71543598175049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECE1"
"MAPK10","Mitogen-Activated Protein Kinase 10","Protein Coding","P53779","60","GC04M085990","9.70454120635986","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10"
"TFCP2","Transcription Factor CP2","Protein Coding","Q12800","52","GC12M051093","9.6759090423584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFCP2"
"CHRNB2","Cholinergic Receptor Nicotinic Beta 2 Subunit","Protein Coding","P17787","58","GC01P176698","9.65924453735352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNB2"
"DNM1L","Dynamin 1 Like","Protein Coding","O00429","61","GC12P032679","9.6234302520752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"MT3","Metallothionein 3","Protein Coding","P25713","53","GC16P056589","9.60166645050049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT3"
"CYP2D6","Cytochrome P450 Family 2 Subfamily D Member 6 (Gene/Pseudogene)","Protein Coding","P10635","60","GC22M042126","9.55528450012207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2D6"
"CSNK2A1","Casein Kinase 2 Alpha 1","Protein Coding","P68400","63","GC20M000472","9.55409049987793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1"
"APH1A","Aph-1 Homolog A, Gamma-Secretase Subunit","Protein Coding","Q96BI3","55","GC01M150265","9.53962516784668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APH1A"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","P08069","68","GC15P098648","9.50728130340576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"MAPK8IP1","Mitogen-Activated Protein Kinase 8 Interacting Protein 1","Protein Coding","Q9UQF2","57","GC11P049036","9.43658828735352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8IP1"
"TF","Transferrin","Protein Coding","P02787","64","GC03P143239","9.39765548706055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF"
"OLR1","Oxidized Low Density Lipoprotein Receptor 1","Protein Coding","P78380","56","GC12M035795","9.38573360443115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLR1"
"SLC1A2","Solute Carrier Family 1 Member 2","Protein Coding","P43004","62","GC11M035281","9.37568187713623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A2"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","P37231","65","GC03P012287","9.34564590454102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"MAOB","Monoamine Oxidase B","Protein Coding","P27338","57","GC0XM043766","9.32312679290771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOB"
"DOCK3","Dedicator Of Cytokinesis 3","Protein Coding","Q8IZD9","54","GC03P065042","9.3083438873291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK3"
"CHRNA4","Cholinergic Receptor Nicotinic Alpha 4 Subunit","Protein Coding","P43681","62","GC20M063343","9.22337532043457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA4"
"GAP43","Growth Associated Protein 43","Protein Coding","P17677","56","GC03P115623","9.22099304199219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAP43"
"CLSTN1","Calsyntenin 1","Protein Coding","O94985","51","GC01M022413","9.12167263031006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLSTN1"
"CYCS","Cytochrome C, Somatic","Protein Coding","P99999","61","GC07M025118","9.10902690887451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"MIR132","MicroRNA 132","RNA Gene","","30","GC17M002049","9.05441093444824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR132"
"MIR155","MicroRNA 155","RNA Gene","","30","GC21P025573","9.04956531524658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","P19838","66","GC04P102501","8.99140453338623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"DPYSL2","Dihydropyrimidinase Like 2","Protein Coding","Q16555","58","GC08P026514","8.98076057434082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYSL2"
"STH","Saitohin","Protein Coding","Q8IWL8","41","GC17P045999","8.96941089630127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STH"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","P01137","65","GC19M041301","8.95898151397705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"DLG4","Discs Large MAGUK Scaffold Protein 4","Protein Coding","P78352","61","GC17M096179","8.94674682617188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4"
"BIN1","Bridging Integrator 1","Protein Coding","O00499","60","GC02M127048","8.9228048324585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN1"
"SLC1A3","Solute Carrier Family 1 Member 3","Protein Coding","P43003","62","GC05P036736","8.89142513275146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A3"
"APLP1","Amyloid Beta Precursor Like Protein 1","Protein Coding","P51693","54","GC19P152404","8.88345146179199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLP1"
"APBA1","Amyloid Beta Precursor Protein Binding Family A Member 1","Protein Coding","Q02410","52","GC09M069427","8.86728096008301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA1"
"SOD2","Superoxide Dismutase 2","Protein Coding","P04179","61","GC06M159669","8.86045551300049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"GAB2","GRB2 Associated Binding Protein 2","Protein Coding","Q9UQC2","55","GC11M078215","8.85052585601807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB2"
"HMGCR","3-Hydroxy-3-Methylglutaryl-CoA Reductase","Protein Coding","P04035","61","GC05P075336","8.84910583496094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCR"
"CSF1","Colony Stimulating Factor 1","Protein Coding","P09603","57","GC01P111947","8.84465026855469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1"
"ABCA2","ATP Binding Cassette Subfamily A Member 2","Protein Coding","Q9BZC7","55","GC09M137007","8.83341312408447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA2"
"RCAN1","Regulator Of Calcineurin 1","Protein Coding","P53805","55","GC21M034513","8.81645584106445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN1"
"TUBB3","Tubulin Beta 3 Class III","Protein Coding","Q13509","63","GC16P122964","8.80927753448486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB3"
"SERPINI1","Serpin Family I Member 1","Protein Coding","Q99574","58","GC03P167735","8.78528022766113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINI1"
"HTR1A","5-Hydroxytryptamine Receptor 1A","Protein Coding","P08908","59","GC05M063960","8.77939033508301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1A"
"TFAM","Transcription Factor A, Mitochondrial","Protein Coding","Q00059","57","GC10P058385","8.77893352508545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM"
